3.823797417508909002e-02,1.736439757396539274e-02,1.632154990096803746e-02,1.564305434273944098e-02,1.365675859602521851e-02,1.354853855448775839e-02,1.105235339576474650e-02,1.258677110069872027e-02,1.481257577946763597e-02,1.692778568224528879e-02,1.996948126978409510e-02,2.770466988136922534e-02,2.861588941607023234e-02,3.006379893733006001e-02,2.498899140955926010e-02,2.276522221746503372e-02,1.891917014564622329e-02,2.191879900857485533e-02,1.759338982486754327e-02,2.094753261697061830e-02,2.554535776730671240e-02,2.677886269216630394e-02,3.025038521584292456e-02,1.763647429281505960e-02,1.419660358692980406e-01,3.541841803331433058e-01
3.031413652416335355e-02,1.282273779076360289e-02,1.360788880769181475e-02,1.451635001826265259e-02,1.450264888563569492e-02,1.715762391912634133e-02,1.508989465350783765e-02,1.825713981243977033e-02,2.249954329557054059e-02,2.707077396174831577e-02,3.345131530871946202e-02,5.115393983678482442e-02,5.347057301179307387e-02,5.373393922784461263e-02,4.493514797221527524e-02,3.691199305807875419e-02,3.055733162829186653e-02,3.097788028253601472e-02,2.248888685908290511e-02,2.349820362926885800e-02,2.393397576420962236e-02,2.104760382413034189e-02,2.038347947874026567e-02,1.212474120082354320e-02,7.378136037020698035e-02,2.817108908779831777e-01
3.050231933582114169e-02,1.995468139640825186e-02,1.062774658199070778e-02,5.538940429666370201e-03,3.089904785144462988e-03,2.685546874989755591e-03,2.471923828115570477e-03,2.635955810536819675e-03,2.925872802723213789e-03,4.150390624984167179e-03,5.203247070292651294e-03,8.625030517545222500e-03,1.098251342769247969e-02,1.250076293940543745e-02,5.481719970682213776e-03,4.467010498029834811e-03,2.937316894520044987e-03,2.536773681630947845e-03,2.182006835929176363e-03,2.300262451163100335e-03,2.754211425770743647e-03,5.386352539041952200e-03,9.868621826134229766e-03,1.933288574211374997e-02,5.341835021952278106e-01,2.866744995106251803e-01
4.844598405161443244e-02,2.509426724024455338e-02,2.047271332266275071e-02,1.703368045536535896e-02,1.368612779686578795e-02,1.181881672480985558e-02,1.048776329249887125e-02,1.103172625449022962e-02,1.142469768905722549e-02,1.279952390944888788e-02,1.493275057051928444e-02,1.856605592424216342e-02,2.043123573695334108e-02,2.024417674369470913e-02,1.669644964981495741e-02,1.459142118930589933e-02,1.302920808960256367e-02,1.268312436062011758e-02,1.207686304855138705e-02,1.384482464653656424e-02,1.622412979041257600e-02,2.127095191878569311e-02,2.500639377803015595e-02,2.451358104031284985e-02,1.359176219080122372e-01,4.376759108673835552e-01
4.062839188779989591e-02,2.095401313898340862e-02,2.083404741490526083e-02,1.746358183366201675e-02,1.476149671513989417e-02,1.327620679798185467e-02,1.268209083111863922e-02,1.407026563830865266e-02,1.721222507845065683e-02,2.141673807471341368e-02,2.872322193642545818e-02,4.224507283609114233e-02,5.554413024818312394e-02,5.078548985974986468e-02,3.549842902007712547e-02,2.763781776619458549e-02,2.020565552687685756e-02,1.821193944576856780e-02,1.608111967999953720e-02,1.602970579825175809e-02,1.685804055974374216e-02,1.942302199360512391e-02,2.038846043975784880e-02,1.742930591249683414e-02,4.763210511255280138e-02,3.740074264474492205e-01
2.893516443452059939e-02,1.229897628052737009e-02,1.528108957692346156e-02,1.454452552125047940e-02,1.394541358144344746e-02,1.364062845495807655e-02,1.274868374656706015e-02,1.558587470340883421e-02,1.981850344523755636e-02,2.614279481980902667e-02,3.699105366005553397e-02,6.279918245862571580e-02,8.049763642110473183e-02,7.830886088041320858e-02,4.796929439247962085e-02,3.580179404886751210e-02,2.505214216130744950e-02,2.407354285813137831e-02,1.819148872591122915e-02,1.775970979672361963e-02,1.810035199691315336e-02,1.864418428142626885e-02,1.719794897535842360e-02,1.217198247782513149e-02,6.835553483803306907e-02,2.651436374606839785e-01
4.246033348135070003e-03,3.481771569298929871e-03,4.059106140738803249e-03,4.920666962733691134e-03,5.372037627677592707e-03,7.667245347003243464e-03,8.193306148811743336e-03,1.186442730832417032e-02,1.889337478298724546e-02,3.133473293228174889e-02,4.715006661550844025e-02,1.005866203721988983e-01,1.222560458637319963e-01,1.327877588921100027e-01,8.896806491982359177e-02,6.266018006376412874e-02,4.245992975088116322e-02,4.140498203397739024e-02,2.088618838062865704e-02,1.823569784810923772e-02,1.531713028381633673e-02,1.254592434090494486e-02,1.097581654487021080e-02,6.374500383541373098e-03,8.117001090068991231e-02,9.618838063704784891e-02
3.951334264476271535e-02,1.985468891653890955e-02,2.112279154095222239e-02,1.908892646218304096e-02,1.669362150495789024e-02,1.502732240427952573e-02,1.477002621961595423e-02,1.644857751956401229e-02,1.899703496766033672e-02,2.410007596348783324e-02,3.140851282786022436e-02,4.296846283881638334e-02,5.331544512207285480e-02,4.916194956964663187e-02,3.684236320396944847e-02,3.048959788263318205e-02,2.454728123683165911e-02,2.291773873396237352e-02,1.781469773813488047e-02,1.791884143192727652e-02,1.820064201513023686e-02,1.918081795670574519e-02,1.935847484611630601e-02,1.593398515023687276e-02,4.677277071205632880e-02,3.475520105837709983e-01
4.210237325335792341e-02,2.038923799633707984e-02,2.137758526007334584e-02,1.974254163858371949e-02,1.675309621123327944e-02,1.469708986630042548e-02,1.433103532417588297e-02,1.669818802991459780e-02,1.830882801526258902e-02,2.231102434249093366e-02,2.786895247374858789e-02,3.874077237484753466e-02,4.712342138949957709e-02,4.393874687301604909e-02,3.415288878021991575e-02,2.864986883028094664e-02,2.359831614896224297e-02,2.125556707936516673e-02,1.895552437301594936e-02,1.831492892429799693e-02,1.796717710927968337e-02,1.963882618498176413e-02,1.974254163858371949e-02,1.719236166178273253e-02,4.851442864957284523e-02,3.676346775647145737e-01
3.801768034794766188e-02,1.763719530979054179e-02,2.031267338195030803e-02,1.814886507935105017e-02,1.626246809759784862e-02,1.525762264653323513e-02,1.534392839079645396e-02,1.782213619035457816e-02,2.163808302599258895e-02,2.661915740918404522e-02,3.468257980177615746e-02,4.644481980564904577e-02,5.726386131864534546e-02,5.370683171579698767e-02,4.134045150208156411e-02,3.408460428795243025e-02,2.491770130799488350e-02,2.273539891733922236e-02,1.793926541471180247e-02,1.808105342314423464e-02,1.729197233273766648e-02,1.874067589715597282e-02,1.880848755336278835e-02,1.491239966948036157e-02,4.262887297001104192e-02,3.293612141964974427e-01
