2.491305618825266492e+02,1.739359730881521671e+02,7.051243614508678093e+01,3.506046752414935241e+00,2.039054543579430501e+00,1.792434638826637006e+00,2.526574459120303402e+02,8.503398245003389588e-01,6.704704654275980147e+01,2.497700188418216385e+02,6.815565909397773847e-01,8.797919596919359098e-01,2.491901249720968679e+02,1.739874698832784077e+02,7.046441392571423989e+01,2.948404144522267956e+00,1.649428130018746774e+00,1.425779710133127542e+00,2.526573180156176193e+02,8.506414157759716321e-01,6.704813654587410099e+01,2.497217930737816403e+02,6.858518070711450143e-01,8.750557214477195922e-01
2.466430390634514538e+02,1.289581753897211058e+02,5.221439760686883602e+01,1.978560391547923514e+00,1.128262011326269576e+00,1.037142248203629213e+00,2.544565491413956977e+02,6.592345633905736246e-01,4.969406931250761517e+01,2.481594522591645386e+02,6.927540037754231772e-01,7.558838752892461654e-01,2.466486104767994050e+02,1.289606229448301065e+02,5.221338105894531623e+01,1.995405553525758213e+00,1.178275331871879272e+00,1.070321063207891887e+00,2.544544631439532338e+02,6.594043052003409899e-01,4.969395209170625094e+01,2.481256043721836591e+02,6.933595177201314907e-01,7.558743606138107474e-01
1.032561912536621094e+02,4.368741226196289062e+01,1.964970016479492188e+01,1.754652404785156250e+01,1.566955947875976562e+01,1.409370803833007812e+01,1.217890586853027344e+02,2.227680206298828125e+00,1.712794876098632812e+01,1.048937568664550781e+02,5.505867004394531250e+00,8.119655609130859375e+00,1.035130805969238281e+02,4.381002426147460938e+01,1.841788101196289062e+01,1.368022918701171875e+01,1.007878112792968750e+01,7.599021911621093750e+00,1.217765426635742188e+02,2.237419128417968750e+00,1.718426513671875000e+01,1.048658523559570312e+02,5.465831756591796875e+00,8.083129882812500000e+00
2.267105341591690149e+02,9.804790382446292085e+01,3.974857861396007763e+01,4.610835486451748011e+00,2.621203079505810329e+00,2.155526355480943401e+00,2.367160311688481897e+02,1.077347336253705157e+00,3.778574925241979798e+01,2.294809271961807724e+02,1.995459761823570988e+00,2.811240097841198438e+00,2.266287997075256442e+02,9.805785614983081189e+01,3.978373193347847803e+01,4.609647555281588538e+00,2.977862117356976146e+00,2.570626327938514866e+00,2.366861768158329653e+02,1.074840483435196559e+00,3.778728671012250118e+01,2.299552035516617252e+02,1.988345946016840227e+00,2.769767594365605934e+00
2.513543101970865337e+02,1.485144872893459080e+02,6.012417023707511987e+01,8.000874035989717470e+00,4.460137103684661319e+00,3.210185661239645771e+00,2.550000000000000000e+02,9.387203656098257465e-01,5.723089974293058901e+01,2.486910768351899321e+02,1.039845758354755789e+00,2.609157383604684188e+00,2.511254098828906081e+02,1.485083404741502306e+02,6.012964295915453050e+01,8.875241359611539593e+00,5.031745215652670744e+00,3.447066552413596163e+00,2.550000000000000000e+02,9.374921451013995544e-01,5.722943159097400923e+01,2.487562467866324027e+02,1.044884318766066800e+00,2.621291059697229198e+00
2.297009146541884093e+02,1.238149252081204281e+02,5.025138049733761392e+01,6.267885209554714621e+00,3.640414806580968055e+00,3.127718414400200597e+00,2.484236483377258367e+02,7.457195618265592962e-01,4.767659907608273073e+01,2.324853239985418156e+02,8.678905881157705782e-01,1.517823953720470298e+00,2.296577068803748318e+02,1.237006771010751152e+02,5.013011635620416939e+01,6.268990802660594497e+00,3.638444161571974256e+00,2.658253700748815174e+00,2.484277375381728348e+02,7.467056313534252698e-01,4.767373648636534966e+01,2.322267601341054615e+02,8.742118914008760733e-01,1.502892470612140041e+00
2.230729573256893730e+02,9.078819936210585695e+01,3.675610521216036375e+01,1.377618393960192256e+00,1.041358956760466636e+00,1.034905325204893201e+00,2.546978586135895739e+02,5.057059227259881329e-01,3.498398037869917943e+01,2.324156934070814202e+02,6.077455690580968461e-01,6.103161209576486446e-01,2.230837236061205431e+02,9.079135734183859086e+01,3.675853042109088165e+01,1.310694012677136699e+00,1.066561427590940303e+00,1.152560862368283034e+00,2.547093528200573189e+02,5.055678469054059043e-01,3.498437280471556932e+01,2.323807723363882189e+02,6.035471759053655516e-01,6.099907141992005899e-01
2.167780391580288608e+02,9.613948516258668064e+01,3.943464064299541860e+01,1.121125241980935527e+01,7.158034992281114839e+00,5.894208385405180550e+00,2.509191109804209816e+02,8.495307407679678624e-01,3.703871694969247130e+01,2.177160123992256615e+02,1.269860815016295330e+00,2.856153054473277830e+00,2.168687728197211300e+02,9.589124335318189196e+01,3.911166654414467558e+01,1.179525962410252582e+01,6.390544977823519268e+00,4.803186797030067012e+00,2.509138302825357130e+02,8.307910019848563365e-01,3.699066382415643517e+01,2.169698473375970877e+02,1.210327378764488149e+00,2.859216104290720040e+00
2.286168263071197657e+02,1.041071502653895493e+02,4.239973766091147667e+01,1.006656091757671945e+01,5.727386980660118532e+00,4.679476542004758599e+00,2.543320175706180351e+02,8.629186748825574682e-01,4.022588005612836071e+01,2.282939295955097236e+02,1.252644744066865989e+00,2.823091940699164137e+00,2.284309743151729606e+02,1.041519858458910335e+02,4.246408394850832480e+01,1.173639802330547255e+01,7.060887072173754220e+00,5.548819474101641447e+00,2.543170276371179170e+02,8.560856567628576386e-01,4.017337563296931080e+01,2.283965651882130317e+02,1.233707522420840696e+00,2.758086754926484030e+00
2.269366392543183792e+02,1.042676772658340241e+02,4.239821470403294512e+01,9.257215776690051356e+00,5.111020010603277264e+00,3.929925900353853585e+00,2.536871663358279818e+02,8.184681963332388621e-01,4.025701850641744528e+01,2.267909613226971715e+02,1.125537869727643692e+00,2.629433957611550188e+00,2.272273293303907167e+02,1.042513161626000198e+02,4.235573994846313894e+01,9.433008248363274006e+00,5.214981444264982891e+00,3.852503483053250743e+00,2.535986659597815276e+02,8.124391236268139194e-01,4.023705105601242593e+01,2.275745126807797192e+02,1.125057023438174264e+00,2.583815207072139408e+00
